#geneid	family	symbol	taxid	contig	orient	start	end
29851	0	ICOS	9606	NC_000002.10	+	204509747	204534544
29926	52224	GMPPA	9606	NC_000002.10	+	220071856	220079954
29959	0	NRBP1	9606	NC_000002.10	+	27504976	27518629
29994	0	BAZ2B	9606	NC_000002.10	+	159883735	160181304
30061	0	SLC40A1	9606	NC_000002.10	+	190133560	190153857
30818	49124	KCNIP3	9606	NC_000002.10	+	95326798	95415551
30845	50481	EHD3	9606	NC_000002.10	+	31310706	31344763
50485	0	SMARCAL1	9606	NC_000002.10	+	216986819	217056020
50489	0	CD207	9606	NC_000002.10	+	70910854	70916460
50618	51763	ITSN2	9606	NC_000002.10	+	24279238	24436880
50636	50791	TMEM16G	9606	NC_000002.10	+	241776596	241812642
50649	51222	ARHGEF4	9606	NC_000002.10	+	131390693	131521305
50802	0	IGK@	9606	NC_000002.10	+	88937988	89411550
50940	0	PDE11A	9606	NC_000002.10	+	178201056	178645727
51002	0	TPRKB	9606	NC_000002.10	+	73810508	73818020
51011	50609	FAHD2A	9606	NC_000002.10	+	95432174	95442605
51052	0	PRLH	9606	NC_000002.10	+	238139955	238140556
51057	0	LOC51057	9606	NC_000002.10	+	63309022	63669115
51072	50614	MEMO1	9606	NC_000002.10	+	31946395	32089201
51078	52226	THAP4	9606	NC_000002.10	+	242172492	242225327
51112	0	TTC15	9606	NC_000002.10	+	3362452	3462348
51130	50621	ASB3	9606	NC_000002.10	+	53750621	53867582
51141	0	INSIG2	9606	NC_000002.10	+	118562519	118584066
51232	0	CRIM1	9606	NC_000002.10	+	36436900	36631781
51239	0	ANKRD39	9606	NC_000002.10	+	96877503	96887474
51252	0	LOC51252	9606	NC_000002.10	+	96905348	96927557
51255	0	LOC51255	9606	NC_000002.10	+	85676347	85678341
51263	51730	MRPL30	9606	NC_000002.10	+	99164009	99180520
51277	0	RBJ	9606	NC_000002.10	+	25020008	25048327
51281	0	ANKMY1	9606	NC_000002.10	+	241067511	241146077
51315	0	KRCC1	9606	NC_000002.10	+	88107838	88136362
51318	51744	MRPL35	9606	NC_000002.10	+	86280090	86293480
51374	0	C2orf28	9606	NC_000002.10	+	27288402	27293556
51449	52196	PCYOX1	9606	NC_000002.10	+	70338796	70360730
51454	0	GULP1	9606	NC_000002.10	+	188865634	189168897
51455	50661	REV1	9606	NC_000002.10	+	99383369	99472911
51471	50600	NAT8B	9606	NC_000002.10	+	73781145	73781974
51540	51498	SCLY	9606	NC_000002.10	+	238634418	238672792
51542	52954	VPS54	9606	NC_000002.10	+	63973170	64099717
51594	0	NAG	9606	NC_000002.10	+	15224482	15618904
51601	50644	LIPT1	9606	NC_000002.10	+	99137849	99146042
51602	0	NOP5/NOP58	9606	NC_000002.10	+	202838759	202876628
51626	0	DYNC2LI1	9606	NC_000002.10	+	43854685	43890652
51639	0	SF3B14	9606	NC_000002.10	+	24143957	24152817
51646	50647	YPEL5	9606	NC_000002.10	+	30223331	30236902
51652	0	VPS24	9606	NC_000002.10	+	86584063	86644110
51661	50728	FKBP7	9606	NC_000002.10	+	179038266	179051567
51665	51757	ASB1	9606	NC_000002.10	+	239000364	239025629
51692	0	CPSF3	9606	NC_000002.10	+	9481318	9530677
51719	50652	CAB39	9606	NC_000002.10	+	231285908	231394030
51776	0	ZAK	9606	NC_000002.10	+	173648810	173840982
53335	50970	BCL11A	9606	NC_000002.10	+	60531805	60634136
53353	49981	LRP1B	9606	NC_000002.10	+	140705465	142605739
53632	0	PRKAG3	9606	NC_000002.10	+	219395349	219404755
53938	50265	PPIL3	9606	NC_000002.10	+	201443923	201462243
54221	50756	SNTG2	9606	NC_000002.10	+	1291272	1350388
54431	0	DNAJC10	9606	NC_000002.10	+	183289243	183351499
54454	51927	ATAD2B	9606	NC_000002.10	+	23825037	24003487
54465	0	ETAA1	9606	NC_000002.10	+	67477945	67491036
54497	0	HEATR5B	9606	NC_000002.10	+	37061656	37164988
54520	0	CCDC93	9606	NC_000002.10	+	118389616	118488166
54529	0	ASNSD1	9606	NC_000002.10	+	190234390	190243799
54573	0	UGT1A12P	9606	NC_000002.10	+	234158823	234159675
54574	0	UGT1A11P	9606	NC_000002.10	+	234176937	234177782
54580	0	UGT1A2P	9606	NC_000002.10	+	234320492	234321924
54738	0	FEV	9606	NC_000002.10	+	219554052	219558622
54812	52812	AFTPH	9606	NC_000002.10	+	64604968	64673642
54842	0	FLJ20160	9606	NC_000002.10	+	191008943	191075048
54867	0	FLJ20254	9606	NC_000002.10	+	27109325	27118065
54884	0	RETSAT	9606	NC_000002.10	+	85422732	85435165
54891	0	FLJ20309	9606	NC_000002.10	+	206576810	206659150
54910	0	SEMA4C	9606	NC_000002.10	+	96889202	96899434
54978	0	C2orf18	9606	NC_000002.10	+	26840645	26857602
54980	0	C2orf42	9606	NC_000002.10	+	70230520	70271654
55006	0	FLJ20628	9606	NC_000002.10	+	28926190	28946668
55022	0	PID1	9606	NC_000002.10	+	229596933	229844224
55037	0	PTCD3	9606	NC_000002.10	+	86186848	86222790
55041	0	PLEKHB2	9606	NC_000002.10	+	131579378	131827751
55054	52220	ATG16L1	9606	NC_000002.10	+	233825038	233869053
55120	0	FANCL	9606	NC_000002.10	+	58239881	58322017
55133	0	SRBD1	9606	NC_000002.10	+	45469323	45691906
55137	0	FIGN	9606	NC_000002.10	+	164172363	164300758
55139	0	ANKZF1	9606	NC_000002.10	+	219802785	219809614
55183	0	RIF1	9606	NC_000002.10	+	151974673	152040664
55230	0	USP40	9606	NC_000002.10	+	234050776	234134607
55233	50700	MOBK1B	9606	NC_000002.10	+	74235494	74259490
55240	51828	STEAP3	9606	NC_000002.10	+	119697853	119739697
55252	0	ASXL2	9606	NC_000002.10	+	25815758	25954859
55256	0	ADI1	9606	NC_000002.10	+	3480697	3502305
55258	0	FLJ10916	9606	NC_000002.10	+	88251031	88267257
55289	0	ACOXL	9606	NC_000002.10	+	111273084	111568391
55339	0	WDR33	9606	NC_000002.10	+	128178277	128285214
55355	0	DKFZp762E1312	9606	NC_000002.10	+	234410224	234427950
55437	50977	ALS2CR2	9606	NC_000002.10	+	202024636	202053694
55471	0	PRO1853	9606	NC_000002.10	+	37312293	37329806
55502	0	HES6	9606	NC_000002.10	+	238811646	238813408
55515	52304	ACCN4	9606	NC_000002.10	+	220087295	220111737
55571	0	C2orf29	9606	NC_000002.10	+	101235809	101253207
55577	0	NAGK	9606	NC_000002.10	+	71148954	71159278
55619	0	DOCK10	9606	NC_000002.10	+	225338051	225407156
55622	0	TTC27	9606	NC_000002.10	+	32706632	32899621
55627	0	SMPD4	9606	NC_000002.10	+	130625450	130655635
55654	0	TMEM127	9606	NC_000002.10	+	96280038	96295458
55660	0	PRPF40A	9606	NC_000002.10	+	153216333	153283013
55676	0	SLC30A6	9606	NC_000002.10	+	32244436	32300312
55677	0	IWS1	9606	NC_000002.10	+	127954859	128000513
55679	51065	LIMS2	9606	NC_000002.10	+	128112470	128138589
55683	0	FLJ10081	9606	NC_000002.10	+	96622637	96667809
55686	0	MREG	9606	NC_000002.10	+	216515772	216586559
55704	52830	KIAA1212	9606	NC_000002.10	+	55368481	55500466
55759	0	WDR12	9606	NC_000002.10	+	203453574	203484638
55777	0	MBD5	9606	NC_000002.10	+	148932507	148987515
55818	0	JMJD1A	9606	NC_000002.10	+	86521953	86573349
55821	0	ALLC	9606	NC_000002.10	+	3683684	3728135
55825	49958	PECR	9606	NC_000002.10	+	216611376	216654776
55843	0	ARHGAP15	9606	NC_000002.10	+	143603432	144242390
55854	0	ZC3H15	9606	NC_000002.10	+	187059129	187082326
55997	51163	CFC1	9606	NC_000002.10	+	131066804	131073551
56171	51097	DNAH7	9606	NC_000002.10	+	196310672	196641775
56287	0	GKN1	9606	NC_000002.10	+	69055208	69061615
56300	50397	IL1F9	9606	NC_000002.10	+	113452076	113459697
56475	0	RPRM	9606	NC_000002.10	+	154042097	154043567
56603	50764	CYP26B1	9606	NC_000002.10	+	72209874	72228470
56655	0	POLE4	9606	NC_000002.10	+	75039282	75050366
56660	50917	KCNK12	9606	NC_000002.10	+	47601417	47650973
56886	50774	UGCGL1	9606	NC_000002.10	+	128565254	128665464
56888	52748	KCMF1	9606	NC_000002.10	+	85051757	85134958
56896	49183	DPYSL5	9606	NC_000002.10	+	26924468	27024570
56902	0	PNO1	9606	NC_000002.10	+	68238508	68256594
56910	50771	STARD7	9606	NC_000002.10	+	96214323	96238289
56918	0	DKFZp547H025	9606	NC_000002.10	+	228183049	228206131
56947	0	C2orf33	9606	NC_000002.10	+	227900471	227930792
56969	0	RPL23AP13	9606	NC_000002.10	+	54608210	54610513
57007	49038	CXCR7	9606	NC_000002.10	+	237143181	237155729
57140	0	RNPEPL1	9606	NC_000002.10	+	241156776	241166816
57142	51911	RTN4	9606	NC_000002.10	+	55052828	55131237
57159	51510	TRIM54	9606	NC_000002.10	+	27359103	27383810
57162	50856	PELI1	9606	NC_000002.10	+	64173498	64192986
57181	0	SLC39A10	9606	NC_000002.10	+	196230183	196310662
57217	52971	TTC7A	9606	NC_000002.10	+	47021816	47154786
57223	52217	SMEK2	9606	NC_000002.10	+	55629017	55698252
57282	49683	SLC4A10	9606	NC_000002.10	+	162189191	162548488
57404	0	CYP20A1	9606	NC_000002.10	+	203811657	203870204
57405	0	SPC25	9606	NC_000002.10	+	169435646	169455189
57448	0	BIRC6	9606	NC_000002.10	+	32435233	32697469
57471	53042	KIAA1189	9606	NC_000002.10	+	157883370	157892391
57498	0	KIDINS220	9606	NC_000002.10	+	8786510	8895180
57504	0	MTA3	9606	NC_000002.10	+	42649174	42789856
57520	52969	HECW2	9606	NC_000002.10	+	196772221	197165579
57539	52978	WDR35	9606	NC_000002.10	+	19973504	20053364
57574	0	4-Mar	9606	NC_000002.10	+	216830833	216944994
57590	51296	WDFY1	9606	NC_000002.10	+	224448308	224518295
57624	53340	KIAA1486	9606	NC_000002.10	+	225973607	226226977
57628	51328	DPP10	9606	NC_000002.10	+	115636201	116318405
57665	50814	RDH14	9606	NC_000002.10	+	18599472	18605380
57669	0	EPB41L5	9606	NC_000002.10	+	120487138	120653164
57679	0	ALS2	9606	NC_000002.10	+	202273521	202353982
57683	53342	ZDBF2	9606	NC_000002.10	+	206847765	206887406
57695	50813	USP37	9606	NC_000002.10	+	219023217	219141292
57703	0	KIAA1604	9606	NC_000002.10	+	180517847	180580089
57730	0	KIAA1641	9606	NC_000002.10	+	97572614	97573723
57818	49846	G6PC2	9606	NC_000002.10	+	169466087	169472834
57835	49683	SLC4A5	9606	NC_000002.10	+	74302068	74423169
58190	50854	CTDSP1	9606	NC_000002.10	+	218972721	218978907
58484	0	NLRC4	9606	NC_000002.10	+	32303021	32344304
58538	49430	MPP4	9606	NC_000002.10	+	202217864	202271661
60482	0	SLC5A7	9606	NC_000002.10	+	107969426	107996875
60491	0	NIF3L1	9606	NC_000002.10	+	201462390	201476897
60509	53206	AGBL5	9606	NC_000002.10	+	27128024	27146993
60526	0	C2orf43	9606	NC_000002.10	+	20748298	20886307
63892	0	THADA	9606	NC_000002.10	+	43311494	43676680
64002	0	PCGEM1	9606	NC_000002.10	+	193322815	193349869
64080	0	RBKS	9606	NC_000002.10	+	27857769	27966726
64090	49916	GAL3ST2	9606	NC_000002.10	+	242364912	242399075
64114	52327	TMBIM1	9606	NC_000002.10	+	218847160	218865523
64135	0	IFIH1	9606	NC_000002.10	+	162831834	162883284
64172	0	OSGEPL1	9606	NC_000002.10	+	190323504	190334633
64225	50933	ARL6IP2	9606	NC_000002.10	+	38376627	38457918
64240	50939	ABCG5	9606	NC_000002.10	+	43893114	43919461
64241	50939	ABCG8	9606	NC_000002.10	+	43919606	43959108
64284	49454	RAB17	9606	NC_000002.10	+	238147703	238177652
64320	0	RNF25	9606	NC_000002.10	+	219236830	219245024
64342	0	HS1BP3	9606	NC_000002.10	+	20681044	20714344
64395	0	GMCL1	9606	NC_000002.10	+	69910321	69960230
64427	0	TTC31	9606	NC_000002.10	+	74563721	74575191
64682	0	ANAPC1	9606	NC_000002.10	+	112243108	112358211
64708	50601	COPS7B	9606	NC_000002.10	+	232359405	232381677
64795	50955	RMND5A	9606	NC_000002.10	+	86801203	86855941
64838	0	FNDC4	9606	NC_000002.10	+	27568253	27571589
64844	0	7-Mar	9606	NC_000002.10	+	160277255	160333329
64859	53171	OBFC2A	9606	NC_000002.10	+	192251502	192259905
64895	51279	PAPOLG	9606	NC_000002.10	+	60836886	60879601
64965	0	MRPS9	9606	NC_000002.10	+	105020937	105082849
64969	0	MRPS5	9606	NC_000002.10	+	95116678	95151480
65055	0	REEP1	9606	NC_000002.10	+	86294632	86418287
65059	51860	RAPH1	9606	NC_000002.10	+	204006782	204108302
65061	0	ALS2CR7	9606	NC_000002.10	+	202379442	202466510
65062	0	ALS2CR4	9606	NC_000002.10	+	202196667	202215911
65065	54189	NBEAL1	9606	NC_000002.10	+	203708717	203790961
65080	0	MRPL44	9606	NC_000002.10	+	224530377	224540667
65124	0	ANKRD57	9606	NC_000002.10	+	109729180	109733852
65977	0	PLEKHA3	9606	NC_000002.10	+	179053444	179078028
66008	0	TRAK2	9606	NC_000002.10	+	201950174	202024498
66037	51211	BOLL	9606	NC_000002.10	+	198299855	198359182
78989	0	COLEC11	9606	NC_000002.10	+	3620511	3669922
79031	50988	PDCL3	9606	NC_000002.10	+	100545858	100559632
79054	50887	TRPM8	9606	NC_000002.10	+	234490781	234592904
79065	52508	ATG9A	9606	NC_000002.10	+	219792345	219802573
79074	0	C2orf49	9606	NC_000002.10	+	105320444	105328415
79083	0	MLPH	9606	NC_000002.10	+	238060668	238127375
79134	0	TMEM185B	9606	NC_000002.10	+	120695323	120697453
79137	0	C2orf17	9606	NC_000002.10	+	219751197	219756455
79172	0	CENPO	9606	NC_000002.10	+	24869836	24896287
79315	0	OR7E91P	9606	NC_000002.10	+	71104710	71110568
79411	50824	GLB1L	9606	NC_000002.10	+	219809736	219818374
79537	0	OR7E90P	9606	NC_000002.10	+	159439450	159440423
79540	0	OR7E89P	9606	NC_000002.10	+	159418361	159419329
79568	0	C2orf47	9606	NC_000002.10	+	200528284	200537084
79582	0	SPAG16	9606	NC_000002.10	+	213857360	214983469
79586	52001	CHPF	9606	NC_000002.10	+	220111921	220116681
79595	0	SAP130	9606	NC_000002.10	+	128415265	128501336
79623	49947	GALNT14	9606	NC_000002.10	+	30986836	31215074
79634	51897	SCRN3	9606	NC_000002.10	+	174968712	175001973
79635	0	CCDC121	9606	NC_000002.10	+	27702009	27705382
79675	0	FASTKD1	9606	NC_000002.10	+	170094512	170138567
79677	0	SMC6	9606	NC_000002.10	+	17708561	17798540
79712	52509	GTDC1	9606	NC_000002.10	+	144420050	144768529
79745	0	CLIP4	9606	NC_000002.10	+	29191821	29260176
79781	0	IQCA	9606	NC_000002.10	+	236897532	237080830
79800	0	ALS2CR8	9606	NC_000002.10	+	203485702	203557156
79809	51732	TTC21B	9606	NC_000002.10	+	165905839	166518593
79823	0	C2orf34	9606	NC_000002.10	+	44442606	44853232
79828	0	METTL8	9606	NC_000002.10	+	171888006	171998864
79833	0	GEMIN6	9606	NC_000002.10	+	38858830	38862610
79840	0	NHEJ1	9606	NC_000002.10	+	219648291	219733766
79843	0	FAM124B	9606	NC_000002.10	+	224951658	224974954
79853	0	TM4SF20	9606	NC_000002.10	+	227935115	227952263
79901	0	CYBRD1	9606	NC_000002.10	+	172087228	172122884
79907	0	FLJ14126	9606	NC_000002.10	+	23712734	23714467
79919	0	FLJ22671	9606	NC_000002.10	+	241474137	241480124
79954	0	NOL10	9606	NC_000002.10	+	10628344	10747548
79998	0	ANKRD53	9606	NC_000002.10	+	71059082	71065978
80034	0	FAM130A2	9606	NC_000002.10	+	166137135	166245457
80055	0	PGAP1	9606	NC_000002.10	+	197405972	197499698
80059	50562	LRRTM4	9606	NC_000002.10	+	77597301	77603009
80067	0	C2orf37	9606	NC_000002.10	+	171979173	172046913
80086	0	TUBA4B	9606	NC_000002.10	+	219826208	219845153
80092	53317	FLJ14082	9606	NC_000002.10	+	95558329	95561888
80097	0	FAM128B	9606	NC_000002.10	+	130656172	130664769
80122	0	YSK4	9606	NC_000002.10	+	135438742	135498717
80146	0	UXS1	9606	NC_000002.10	+	106076190	106177226
80204	52120	FBXO11	9606	NC_000002.10	+	47887562	47986317
80210	0	ARMC9	9606	NC_000002.10	+	231771622	231918156
80219	51036	COQ10B	9606	NC_000002.10	+	198026475	198048095
80255	0	SLC35F5	9606	NC_000002.10	+	114188399	114230873
80303	51551	EFHD1	9606	NC_000002.10	+	233206567	233255729
80304	0	C2orf44	9606	NC_000002.10	+	24105746	24123726
80309	0	SKIP	9606	NC_000002.10	+	228552918	228754585
80326	49784	WNT10A	9606	NC_000002.10	+	219453498	219466894
80704	51040	SLC19A3	9606	NC_000002.10	+	228258169	228290988
80705	51041	TSGA10	9606	NC_000002.10	+	98980780	99124468
80731	53501	THSD7B	9606	NC_000002.10	+	137464931	138151756
80745	0	THUMPD2	9606	NC_000002.10	+	39816948	39859880
80775	0	TMEM177	9606	NC_000002.10	+	120153224	120156163
80856	0	KIAA1715	9606	NC_000002.10	+	176498655	176575263
80895	0	ILKAP	9606	NC_000002.10	+	238743781	238777062
81553	51074	FAM49A	9606	NC_000002.10	+	16597381	16710579
81562	51076	LMAN2L	9606	NC_000002.10	+	96735392	96769527
81606	51080	LBH	9606	NC_000002.10	+	30307898	30336390
81615	0	TMEM163	9606	NC_000002.10	+	134930029	135193039
81618	49929	ITM2C	9606	NC_000002.10	+	231437864	231452206
83439	51068	TCF7L1	9606	NC_000002.10	+	85214244	85391015
83444	0	ZNHIT4	9606	NC_000002.10	+	74535706	74538594
83607	50596	AMMECR1L	9606	NC_000002.10	+	128335673	128358903
83879	51736	CDCA7	9606	NC_000002.10	+	173927806	173941963
84058	0	WDR54	9606	NC_000002.10	+	74502392	74506389
84083	0	ZRANB3	9606	NC_000002.10	+	135674040	136005275
84084	0	RAB6C	9606	NC_000002.10	+	130453706	130456780
84128	0	WDR75	9606	NC_000002.10	+	190014403	190048508
84140	0	FLJ13305	9606	NC_000002.10	+	61907021	61934553
84141	0	TMEM166	9606	NC_000002.10	+	75572951	75650355
84168	51330	ANTXR1	9606	NC_000002.10	+	69093992	69329805
84172	0	POLR1B	9606	NC_000002.10	+	113016083	113051878
84173	0	RBED1	9606	NC_000002.10	+	85435446	85472381
84220	53131	RGPD5	9606	NC_000002.10	+	109907623	109972551
84226	0	C2orf16	9606	NC_000002.10	+	27652892	27659090
84236	0	RHBDD1	9606	NC_000002.10	+	227409016	227569835
84269	0	CHCHD5	9606	NC_000002.10	+	113058506	113063087
84272	0	YIPF4	9606	NC_000002.10	+	32356534	32385144
84279	0	C2orf7	9606	NC_000002.10	+	73308641	73313863
84281	0	MGC13057	9606	NC_000002.10	+	190753925	190773184
84289	0	ING5	9606	NC_000002.10	+	242290128	242317568
84317	0	CCDC115	9606	NC_000002.10	+	130812285	130816391
84365	0	MKI67IP	9606	NC_000002.10	+	122201023	122210937
84417	0	C2orf40	9606	NC_000002.10	+	106048544	106061039
84450	0	ZNF512	9606	NC_000002.10	+	27659396	27699466
84524	0	ZC3H8	9606	NC_000002.10	+	112689909	112729120
84540	0	KIAA1843	9606	NC_000002.10	+	210386483	210543276
84542	0	KIAA1841	9606	NC_000002.10	+	61146866	61218672
84620	0	ST6GAL2	9606	NC_000002.10	+	106789537	106869981
84639	50397	IL1F10	9606	NC_000002.10	+	113542017	113549897
84661	0	LOC84661	9606	NC_000002.10	+	32102475	32118347
84693	0	MCEE	9606	NC_000002.10	+	71190326	71210866
84695	49403	LOXL3	9606	NC_000002.10	+	74613453	74634569
84696	51837	ABHD1	9606	NC_000002.10	+	27200160	27207183
84744	0	MGC10701	9606	NC_000002.10	+	108490420	108517077
84759	51175	PCGF1	9606	NC_000002.10	+	74585677	74588293
84804	0	MFSD9	9606	NC_000002.10	+	102700097	102719744
84812	51178	PLCD4	9606	NC_000002.10	+	219180875	219210147
84826	0	SFT2D3	9606	NC_000002.10	+	128175066	128177876
84865	0	FLJ14397	9606	NC_000002.10	+	74554736	74563630
84874	49788	ZNF514	9606	NC_000002.10	+	95177126	95188989
84908	0	FLJ14668	9606	NC_000002.10	+	70376612	70382704
84910	51181	TMEM87B	9606	NC_000002.10	+	112529284	112591100
84913	0	ATOH8	9606	NC_000002.10	+	85834530	85868699
84931	0	FLJ14816	9606	NC_000002.10	+	120938380	120940166
85009	0	MGC16025	9606	NC_000002.10	+	239779969	239782083
85461	0	TANC1	9606	NC_000002.10	+	159533391	159797415
85465	0	SELI	9606	NC_000002.10	+	26422485	26472254
85474	0	LBX2	9606	NC_000002.10	+	74578151	74583950
87178	0	PNPT1	9606	NC_000002.10	+	55715955	55774462
90134	0	KCNH7	9606	NC_000002.10	+	162936162	163403485
90342	49231	LOC90342	9606	NC_000002.10	+	96672200	96734155
90411	0	MCFD2	9606	NC_000002.10	+	46982516	46996452
90423	49085	ATP6V1E2	9606	NC_000002.10	+	46592489	46600599
90499	0	LOC90499	9606	NC_000002.10	+	94789089	94790158
90557	51559	CCDC74A	9606	NC_000002.10	+	132001961	132007708
90957	0	DHX57	9606	NC_000002.10	+	38878374	38956524
91404	0	SESTD1	9606	NC_000002.10	+	179681775	179764840
91409	51559	CCDC74B	9606	NC_000002.10	+	130613331	130619100
91461	0	LOC91461	9606	NC_000002.10	+	42129256	42139143
91526	51866	ANKRD44	9606	NC_000002.10	+	197567494	197771006
91543	0	RSAD2	9606	NC_000002.10	+	6935246	6955813
91752	0	ZNF804A	9606	NC_000002.10	+	185171337	185512458
92104	51794	TTC30A	9606	NC_000002.10	+	178187271	178191939
92196	0	LOC92196	9606	NC_000002.10	+	159360086	159380742
92291	0	CAPN13	9606	NC_000002.10	+	30799140	30883814
92691	0	TMEM169	9606	NC_000002.10	+	216654886	216675738
92737	0	DNER	9606	NC_000002.10	+	229930591	230287517
92749	0	C2orf39	9606	NC_000002.10	+	26478287	26533081
92856	0	IMP4	9606	NC_000002.10	+	130816958	130820666
92906	51554	HNRPLL	9606	NC_000002.10	+	38644677	38683527
92935	0	MARS2	9606	NC_000002.10	+	198278331	198281358
93010	51069	B3GNT7	9606	NC_000002.10	+	231968578	231971927
93034	52821	NT5C1B	9606	NC_000002.10	+	18607617	18634318
93082	53318	LINCR	9606	NC_000002.10	+	96527106	96534820
93349	0	LOC93349	9606	NC_000002.10	+	230915028	230976688
93463	0	LOC93463	9606	NC_000002.10	+	237628808	237631691
94097	51674	SFXN5	9606	NC_000002.10	+	73022672	73152472
94101	50541	ORMDL1	9606	NC_000002.10	+	190343294	190355676
96626	0	LIMS3	9606	NC_000002.10	+	110013557	110021321
112597	0	MGC4677	9606	NC_000002.10	+	87536095	87602146
112714	49760	TUBA3E	9606	NC_000002.10	+	130665787	130672503
112942	0	CCDC104	9606	NC_000002.10	+	55600243	55625717
113419	0	TEX261	9606	NC_000002.10	+	71066575	71075508
113457	49760	TUBA3D	9606	NC_000002.10	+	131950163	131956976
114790	0	STK11IP	9606	NC_000002.10	+	220170839	220189417
114793	52937	FMNL2	9606	NC_000002.10	+	152899996	153214593
114800	51275	CCDC85A	9606	NC_000002.10	+	56264761	56466812
114805	49947	GALNT13	9606	NC_000002.10	+	154509256	155018733
114818	0	KLHL29	9606	NC_000002.10	+	23460536	23784986
114880	51137	OSBPL6	9606	NC_000002.10	+	178767619	178969122
115677	51295	NOSTRIN	9606	NC_000002.10	+	169367352	169429810
116093	0	DIRC1	9606	NC_000002.10	+	189306709	189363075
116143	0	LOC116143	9606	NC_000002.10	+	68210784	68238159
116255	51339	MOGAT1	9606	NC_000002.10	+	223244700	223282892
116372	0	LYPD1	9606	NC_000002.10	+	133118895	133144247
116540	0	MRPL53	9606	NC_000002.10	+	74552616	74553434
116987	50551	CENTG2	9606	NC_000002.10	+	236067474	236698865
117583	52708	PARD3B	9606	NC_000002.10	+	205118760	206188781
118433	0	RPL23AP7	9606	NC_000002.10	+	114085514	114101134
129285	0	CCDC128	9606	NC_000002.10	+	48521411	48596028
129293	53306	LOC129293	9606	NC_000002.10	+	84902284	84961747
129303	0	TMEM150	9606	NC_000002.10	+	85679181	85683331
129401	0	NUP35	9606	NC_000002.10	+	183697327	183734652
129402	0	LOC129402	9606	NC_000002.10	+	183832922	183834238
129446	0	CMYA3	9606	NC_000002.10	+	167700700	167816812
129450	0	FLJ37953	9606	NC_000002.10	+	200501878	200528467
129521	0	NMS	9606	NC_000002.10	+	100453375	100466173
129522	0	LOC129522	9606	NC_000002.10	+	100407581	100409557
129530	52033	LOC129530	9606	NC_000002.10	+	99267132	99284070
129531	0	MITD1	9606	NC_000002.10	+	99152157	99163923
129560	0	LOC129560	9606	NC_000002.10	+	139375472	139376786
129563	0	DIS3L2	9606	NC_000002.10	+	232534637	232909930
129607	0	LOC129607	9606	NC_000002.10	+	6897953	6923488
129642	52526	MBOAT2	9606	NC_000002.10	+	8914151	9061326
129656	0	LOC129656	9606	NC_000002.10	+	52642984	52653168
129684	0	CNTNAP5	9606	NC_000002.10	+	124499333	125389381
129787	0	TMEM18	9606	NC_000002.10	+	657972	667438
129804	0	FLJ37440	9606	NC_000002.10	+	112612432	112662261
129807	0	NEU4	9606	NC_000002.10	+	242400745	242407406
129831	0	DRB1	9606	NC_000002.10	+	178685427	178702628
129841	0	LOC129841	9606	NC_000002.10	+	176815084	176815966
129852	0	FLJ40298	9606	NC_000002.10	+	54411574	54442217
129868	49794	TRIM43	9606	NC_000002.10	+	95621492	95629197
129870	53652	LOC129870	9606	NC_000002.10	+	95654724	95655905
129880	51788	BBS5	9606	NC_000002.10	+	170044251	170071410
129881	54197	LOC129881	9606	NC_000002.10	+	170210180	170259443
130013	0	ACMSD	9606	NC_000002.10	+	135312659	135376073
130026	50967	ICA1L	9606	NC_000002.10	+	203350012	203444609
130029	54188	ALS2CR16	9606	NC_000002.10	+	203559077	203561221
130074	0	LOC130074	9606	NC_000002.10	+	131521918	131567461
130106	49124	CIB4	9606	NC_000002.10	+	26657576	26717714
130120	49475	REG3G	9606	NC_000002.10	+	79106333	79109138
130132	52612	RFTN2	9606	NC_000002.10	+	198143772	198248828
130162	0	FLJ31438	9606	NC_000002.10	+	55256288	55312952
130195	0	LOC130195	9606	NC_000002.10	+	209645692	209647134
130271	52691	PLEKHH2	9606	NC_000002.10	+	43717950	43848629
130340	49830	AP1S3	9606	NC_000002.10	+	224328290	224410562
130355	0	LOC130355	9606	NC_000002.10	+	119776270	119840787
130367	51073	SGPP2	9606	NC_000002.10	+	222997565	223131860
130399	49026	ACVR1C	9606	NC_000002.10	+	158097149	158193644
130429	0	LOC130429	9606	NC_000002.10	+	208781103	208781946
130497	51306	OSR1	9606	NC_000002.10	+	19414726	19421852
130500	0	ZCD1B	9606	NC_000002.10	+	19889453	19890149
130502	0	TTC32	9606	NC_000002.10	+	19959994	19965227
130507	0	ZNF650	9606	NC_000002.10	+	170514547	170648882
130535	0	KCTD18	9606	NC_000002.10	+	201061925	201083036
130540	0	ALS2CR12	9606	NC_000002.10	+	201861229	201924420
130557	0	ZNF513	9606	NC_000002.10	+	27453605	27457096
130560	0	SPATA3	9606	NC_000002.10	+	231569084	231598013
130574	0	LYPD6	9606	NC_000002.10	+	149895358	150038383
130576	0	LOC130576	9606	NC_000002.10	+	149603226	149780017
130589	0	GALM	9606	NC_000002.10	+	38746742	38815048
130612	0	MGC99813	9606	NC_000002.10	+	220116988	220123560
130617	0	ZFAND2B	9606	NC_000002.10	+	219779781	219782616
130700	0	LOC130700	9606	NC_000002.10	+	217183309	217183926
130728	0	LOC130728	9606	NC_000002.10	+	49959273	49960093
130733	0	TMEM178	9606	NC_000002.10	+	39746593	39798606
