# Download from ensembl database through its query tool BioMart.
# 'Symbol' is Ensembl Gene ID.
# 'ID' is the numeric form of 'Symbol'.
# 'Family' is not given in original file, and we define it on our own. 
# 'Orient' is not given.
# ID	Family	Sysmbol	Species	Chromosome	Orient	Start	End
24414	1693	ENSMUSG00000024414	Mus musculus	11	-	94515105	94521393
24420	16358	ENSMUSG00000024420	Mus musculus	18	-	13846725	14131145
24422	15491	ENSMUSG00000024422	Mus musculus	17	-	36016764	36029611
24423	1168	ENSMUSG00000024423	Mus musculus	18	-	13130791	13149067
24424	7433	ENSMUSG00000024424	Mus musculus	18	-	12802292	12895464
24425	6180	ENSMUSG00000024425	Mus musculus	18	-	38578591	38624841
24426	8598	ENSMUSG00000024426	Mus musculus	17	-	36034547	36046992
24427	367	ENSMUSG00000024427	Mus musculus	18	-	38745922	38760922
24429	11143	ENSMUSG00000024429	Mus musculus	17	-	36116900	36126407
24430	6112	ENSMUSG00000024430	Mus musculus	18	-	12899864	12913651
24431	1690	ENSMUSG00000024431	Mus musculus	18	-	39570199	39650328
24436	9624	ENSMUSG00000024436	Mus musculus	17	-	36047331	36053334
24440	3915	ENSMUSG00000024440	Mus musculus	18	-	38426746	38444055
24442	9927	ENSMUSG00000024442	Mus musculus	18	-	38409913	38422280
24446	3820	ENSMUSG00000024446	Mus musculus	17	-	36392618	36394788
24451	2546	ENSMUSG00000024451	Mus musculus	18	-	38132287	38157216
24454	8675	ENSMUSG00000024454	Mus musculus	18	-	38096625	38114642
24456	7638	ENSMUSG00000024456	Mus musculus	18	-	38003255	38095130
24457	13810	ENSMUSG00000024457	Mus musculus	17	-	36974086	36996325
24462	5214	ENSMUSG00000024462	Mus musculus	17	-	37183016	37210377
24471	13947	ENSMUSG00000024471	Mus musculus	18	-	44493728	44515378
24472	321	ENSMUSG00000024472	Mus musculus	18	-	44540181	44578148
24474	9934	ENSMUSG00000024474	Mus musculus	18	-	36904365	36917289
24477	9973	ENSMUSG00000024477	Mus musculus	18	-	46399603	46440504
24479	14691	ENSMUSG00000024479	Mus musculus	15	-	54403040	54434393
24480	11392	ENSMUSG00000024480	Mus musculus	18	-	46901598	46950141
24481	9869	ENSMUSG00000024481	Mus musculus	18	-	47009693	47041390
24483	16052	ENSMUSG00000024483	Mus musculus	18	-	36720401	36825562
24485	14751	ENSMUSG00000024485	Mus musculus	18	-	36687803	36700947
24486	11108	ENSMUSG00000024486	Mus musculus	18	-	36664588	36675428
24487	12923	ENSMUSG00000024487	Mus musculus	18	-	40365207	40378997
24491	14453	ENSMUSG00000024491	Mus musculus	18	-	42435188	42501173
24493	1829	ENSMUSG00000024493	Mus musculus	18	-	42362004	42421781
24497	10000	ENSMUSG00000024497	Mus musculus	18	-	42554297	42555664
24498	5591	ENSMUSG00000024498	Mus musculus	18	-	42671141	42735439
24500	2071	ENSMUSG00000024500	Mus musculus	18	-	42797293	43218894
24501	2743	ENSMUSG00000024501	Mus musculus	18	-	43483881	43597861
24502	2864	ENSMUSG00000024502	Mus musculus	18	-	43691162	43847391
24503	3029	ENSMUSG00000024503	Mus musculus	18	-	43887739	43896851
24505	1636	ENSMUSG00000024505	Mus musculus	18	-	49856468	49915229
24507	4778	ENSMUSG00000024507	Mus musculus	18	-	50287884	50355916
24510	15286	ENSMUSG00000024510	Mus musculus	18	-	52491190	52492432
24511	15731	ENSMUSG00000024511	Mus musculus	18	-	70143322	70213022
24512	12295	ENSMUSG00000024512	Mus musculus	18	-	70400083	70404052
24513	5013	ENSMUSG00000024513	Mus musculus	18	-	70727946	70785783
24515	10672	ENSMUSG00000024515	Mus musculus	18	-	73798670	73863395
24516	12179	ENSMUSG00000024516	Mus musculus	18	-	65960232	65977311
24517	8880	ENSMUSG00000024517	Mus musculus	18	-	66033148	66046232
24518	3173	ENSMUSG00000024518	Mus musculus	18	-	66094293	66098743
24519	76	ENSMUSG00000024519	Mus musculus	18	-	66115378	66129837
24524	15010	ENSMUSG00000024524	Mus musculus	18	-	67247990	67383906
24525	10961	ENSMUSG00000024525	Mus musculus	18	-	67448877	67478495
24526	9408	ENSMUSG00000024526	Mus musculus	18	-	67503253	67527432
24527	10592	ENSMUSG00000024527	Mus musculus	18	-	67564419	67608830
24528	35	ENSMUSG00000024528	Mus musculus	18	-	52625347	52650392
24529	4049	ENSMUSG00000024529	Mus musculus	18	-	52679571	52689357
24530	6949	ENSMUSG00000024530	Mus musculus	18	-	67624554	67639422
24533	1878	ENSMUSG00000024533	Mus musculus	18	-	67647863	67770443
24534	1935	ENSMUSG00000024534	Mus musculus	18	-	52927363	53075585
24535	2289	ENSMUSG00000024535	Mus musculus	18	-	53405423	53550477
24537	864	ENSMUSG00000024537	Mus musculus	18	-	67801333	67813816
24538	16394	ENSMUSG00000024538	Mus musculus	18	-	53565992	53577667
24539	16339	ENSMUSG00000024539	Mus musculus	18	-	67825173	67884242
24542	2958	ENSMUSG00000024542	Mus musculus	18	-	68001181	68044822
24544	8692	ENSMUSG00000024544	Mus musculus	18	-	68092911	68415203
24548	3907	ENSMUSG00000024548	Mus musculus	18	-	78950752	79283678
24552	2350	ENSMUSG00000024552	Mus musculus	18	-	78342889	78523153
24553	3130	ENSMUSG00000024553	Mus musculus	18	-	82561888	82576169
24556	1077	ENSMUSG00000024556	Mus musculus	18	-	73929696	73975092
24558	15349	ENSMUSG00000024558	Mus musculus	18	-	74088145	74224603
24560	305	ENSMUSG00000024560	Mus musculus	18	-	74376721	74381145
24561	4329	ENSMUSG00000024561	Mus musculus	18	-	74427926	74442339
24563	11079	ENSMUSG00000024563	Mus musculus	18	-	76401563	76464962
24565	15792	ENSMUSG00000024565	Mus musculus	18	-	81163115	81183317
24566	14678	ENSMUSG00000024566	Mus musculus	18	-	80931816	81130797
24570	8251	ENSMUSG00000024570	Mus musculus	18	-	80389004	80397376
24575	15289	ENSMUSG00000024575	Mus musculus	18	-	61380153	61449370
24578	11651	ENSMUSG00000024578	Mus musculus	18	-	61847589	61852192
24579	1475	ENSMUSG00000024579	Mus musculus	18	-	61856491	61867289
24580	1448	ENSMUSG00000024580	Mus musculus	18	-	61874670	61885963
24581	11702	ENSMUSG00000024581	Mus musculus	18	-	63137551	63159102
24583	6405	ENSMUSG00000024583	Mus musculus	18	-	63822455	63852013
24587	1969	ENSMUSG00000024587	Mus musculus	18	-	64659319	64676191
24588	5856	ENSMUSG00000024588	Mus musculus	18	-	64616920	64648722
24589	14924	ENSMUSG00000024589	Mus musculus	18	-	65080790	65372961
24590	15967	ENSMUSG00000024590	Mus musculus	18	-	56867467	56913076
24592	6092	ENSMUSG00000024592	Mus musculus	18	-	57116742	57135010
24593	16366	ENSMUSG00000024593	Mus musculus	18	-	57292744	57457118
24594	11610	ENSMUSG00000024594	Mus musculus	18	-	57514395	57552373
24597	14495	ENSMUSG00000024597	Mus musculus	18	-	58037369	58106475
24598	6679	ENSMUSG00000024598	Mus musculus	18	-	58168277	58369580
24600	13414	ENSMUSG00000024600	Mus musculus	18	-	58715894	58772523
24601	8686	ENSMUSG00000024601	Mus musculus	18	-	58819139	58838624
24603	9887	ENSMUSG00000024603	Mus musculus	18	-	60685871	60718416
24604	1433	ENSMUSG00000024604	Mus musculus	18	-	60720428	60732376
24608	1627	ENSMUSG00000024608	Mus musculus	18	-	60934307	60938199
24610	9413	ENSMUSG00000024610	Mus musculus	18	-	60963502	60972300
24613	5408	ENSMUSG00000024613	Mus musculus	18	-	60973414	61008571
24614	6635	ENSMUSG00000024614	Mus musculus	18	-	90679546	90712659
24617	16528	ENSMUSG00000024617	Mus musculus	18	-	61085286	61147798
24619	3557	ENSMUSG00000024619	Mus musculus	18	-	61178527	61195853
24620	15563	ENSMUSG00000024620	Mus musculus	18	-	61204804	61244713
24621	13770	ENSMUSG00000024621	Mus musculus	18	-	61265226	61290791
24622	6574	ENSMUSG00000024622	Mus musculus	18	-	61290933	61336704
24639	14989	ENSMUSG00000024639	Mus musculus	19	-	16207321	16461943
24640	11322	ENSMUSG00000024640	Mus musculus	19	-	15979622	15999473
24642	15224	ENSMUSG00000024642	Mus musculus	19	-	14522562	14672473
24644	11038	ENSMUSG00000024644	Mus musculus	18	-	84836863	84855015
24645	10023	ENSMUSG00000024645	Mus musculus	18	-	85116686	85120916
24646	13880	ENSMUSG00000024646	Mus musculus	18	-	85020806	85049255
24647	3134	ENSMUSG00000024647	Mus musculus	18	-	86880502	86886984
24650	14358	ENSMUSG00000024650	Mus musculus	19	-	8692669	8702789
24653	12783	ENSMUSG00000024653	Mus musculus	19	-	9158130	9162426
24654	932	ENSMUSG00000024654	Mus musculus	19	-	9186209	9210097
24659	14732	ENSMUSG00000024659	Mus musculus	19	-	20447920	20465162
24660	13892	ENSMUSG00000024660	Mus musculus	19	-	9946836	9973979
24661	15112	ENSMUSG00000024661	Mus musculus	19	-	10057194	10059582
24663	7090	ENSMUSG00000024663	Mus musculus	19	-	10092839	10110076
24664	13863	ENSMUSG00000024664	Mus musculus	19	-	10116062	10132732
24665	13873	ENSMUSG00000024665	Mus musculus	19	-	10137286	10176010
24666	8112	ENSMUSG00000024666	Mus musculus	19	-	10644968	10651852
24667	12414	ENSMUSG00000024667	Mus musculus	19	-	10624956	10630730
24668	10781	ENSMUSG00000024668	Mus musculus	19	-	10576842	10599635
24669	7038	ENSMUSG00000024669	Mus musculus	19	-	10792639	10813412
24670	9450	ENSMUSG00000024670	Mus musculus	19	-	10863829	10904548
24671	2469	ENSMUSG00000024671	Mus musculus	19	-	11375984	11388823
24672	2439	ENSMUSG00000024672	Mus musculus	19	-	11395903	11410606
24673	2353	ENSMUSG00000024673	Mus musculus	19	-	11324654	11340669
24675	2417	ENSMUSG00000024675	Mus musculus	19	-	11482191	11501519
24677	2406	ENSMUSG00000024677	Mus musculus	19	-	11593049	11604893
24678	2417	ENSMUSG00000024678	Mus musculus	19	-	11611296	11632954
24679	2406	ENSMUSG00000024679	Mus musculus	19	-	11661097	11679243
24680	2376	ENSMUSG00000024680	Mus musculus	19	-	11691447	11698209
24681	2402	ENSMUSG00000024681	Mus musculus	19	-	11703984	11715295
24682	233	ENSMUSG00000024682	Mus musculus	19	-	11822049	11837937
24683	807	ENSMUSG00000024683	Mus musculus	19	-	11844875	11849291
24687	4579	ENSMUSG00000024687	Mus musculus	19	-	12040431	12066533
24691	13310	ENSMUSG00000024691	Mus musculus	19	-	12648013	12664252
24695	16583	ENSMUSG00000024695	Mus musculus	19	-	12838018	12870606
24696	5781	ENSMUSG00000024696	Mus musculus	19	-	12873133	12908301
24697	15023	ENSMUSG00000024697	Mus musculus	19	-	16510252	16685310
24712	1387	ENSMUSG00000024712	Mus musculus	19	-	17468622	17475837
24713	9394	ENSMUSG00000024713	Mus musculus	19	-	17507883	17911711
24725	1250	ENSMUSG00000024725	Mus musculus	19	-	18655485	18706272
24726	8149	ENSMUSG00000024726	Mus musculus	19	-	18745438	18778826
24727	8495	ENSMUSG00000024727	Mus musculus	19	-	18824473	18967000
24730	2363	ENSMUSG00000024730	Mus musculus	19	-	11141962	11155593
24731	54	ENSMUSG00000024731	Mus musculus	19	-	11036787	11049160
24732	12905	ENSMUSG00000024732	Mus musculus	19	-	11017318	11023752
24734	4293	ENSMUSG00000024734	Mus musculus	19	-	10988779	10995122
24735	1138	ENSMUSG00000024735	Mus musculus	19	-	10969733	10980019
24736	3153	ENSMUSG00000024736	Mus musculus	19	-	10932324	10944269
24737	7990	ENSMUSG00000024737	Mus musculus	19	-	10917034	10932393
24740	12444	ENSMUSG00000024740	Mus musculus	19	-	10680058	10704306
24742	3872	ENSMUSG00000024742	Mus musculus	19	-	10273629	10278433
24743	15434	ENSMUSG00000024743	Mus musculus	19	-	10463973	10522934
24749	8050	ENSMUSG00000024749	Mus musculus	19	-	20857948	21028692
24750	11947	ENSMUSG00000024750	Mus musculus	19	-	21346786	21356512
24754	2934	ENSMUSG00000024754	Mus musculus	19	-	21852832	21932817
24757	14459	ENSMUSG00000024757	Mus musculus	19	-	7747571	7785743
24758	3113	ENSMUSG00000024758	Mus musculus	19	-	7500391	7557771
24759	2619	ENSMUSG00000024759	Mus musculus	19	-	7568971	7611090
24764	7241	ENSMUSG00000024764	Mus musculus	19	-	7300164	7315548
24767	75	ENSMUSG00000024767	Mus musculus	19	-	7272701	7280765
24768	2618	ENSMUSG00000024768	Mus musculus	19	-	34035677	34051294
24769	13951	ENSMUSG00000024769	Mus musculus	19	-	6306716	6325650
24770	2584	ENSMUSG00000024770	Mus musculus	19	-	34141848	34159408
24771	2585	ENSMUSG00000024771	Mus musculus	19	-	34082780	34122287
24772	5472	ENSMUSG00000024772	Mus musculus	19	-	6276734	6298898
24773	12124	ENSMUSG00000024773	Mus musculus	19	-	6241668	6262304
24774	10983	ENSMUSG00000024774	Mus musculus	19	-	34197039	34240531
24776	6417	ENSMUSG00000024776	Mus musculus	19	-	34266760	34314818
24777	13383	ENSMUSG00000024777	Mus musculus	19	-	6227767	6235832
24778	8051	ENSMUSG00000024778	Mus musculus	19	-	34365199	34402260
24780	9011	ENSMUSG00000024780	Mus musculus	19	-	29064984	29092059
24781	2636	ENSMUSG00000024781	Mus musculus	19	-	34566808	34601912
24782	1683	ENSMUSG00000024782	Mus musculus	19	-	29095323	29122451
24784	7944	ENSMUSG00000024784	Mus musculus	19	-	6226388	6227768
24785	1164	ENSMUSG00000024785	Mus musculus	19	-	29175912	29218301
24787	11379	ENSMUSG00000024787	Mus musculus	19	-	6119406	6128215
24789	14302	ENSMUSG00000024789	Mus musculus	19	-	29326318	29387570
24790	3162	ENSMUSG00000024790	Mus musculus	19	-	6116004	6118586
24791	11277	ENSMUSG00000024791	Mus musculus	19	-	6085097	6091777
24792	7952	ENSMUSG00000024792	Mus musculus	19	-	6080765	6084904
24793	8042	ENSMUSG00000024793	Mus musculus	4	-	151490188	151494219
24795	15609	ENSMUSG00000024795	Mus musculus	19	-	34999116	35050233
24797	11318	ENSMUSG00000024797	Mus musculus	19	-	6067842	6077187
24798	5492	ENSMUSG00000024798	Mus musculus	19	-	36033224	36131850
24799	12705	ENSMUSG00000024799	Mus musculus	19	-	6062821	6067850
24800	1555	ENSMUSG00000024800	Mus musculus	19	-	36158221	36179262
24803	15877	ENSMUSG00000024803	Mus musculus	19	-	36186455	36194330
24805	13792	ENSMUSG00000024805	Mus musculus	19	-	36484238	36530682
24806	1522	ENSMUSG00000024806	Mus musculus	19	-	29772411	29782938
24807	11699	ENSMUSG00000024807	Mus musculus	19	-	6047065	6053691
24810	1811	ENSMUSG00000024810	Mus musculus	19	-	30020280	30035193
24811	16519	ENSMUSG00000024811	Mus musculus	19	-	36909028	36965747
24812	3288	ENSMUSG00000024812	Mus musculus	19	-	24169160	24248522
24815	2627	ENSMUSG00000024815	Mus musculus	19	-	30078280	30080508
24816	4769	ENSMUSG00000024816	Mus musculus	19	-	5851242	5875265
24817	1996	ENSMUSG00000024817	Mus musculus	19	-	30105003	30168210
24818	6267	ENSMUSG00000024818	Mus musculus	19	-	5877813	5885766
24824	491	ENSMUSG00000024824	Mus musculus	19	-	4195198	4201603
24826	16541	ENSMUSG00000024826	Mus musculus	19	-	5897376	5912808
24827	8665	ENSMUSG00000024827	Mus musculus	19	-	30172939	30249908
24829	6037	ENSMUSG00000024829	Mus musculus	19	-	3283060	3292521
24830	15496	ENSMUSG00000024830	Mus musculus	19	-	4156795	4163300
24831	5565	ENSMUSG00000024831	Mus musculus	19	-	3259364	3282906
24833	11148	ENSMUSG00000024833	Mus musculus	19	-	5940550	5964190
24835	15236	ENSMUSG00000024835	Mus musculus	19	-	4148663	4154034
24837	4211	ENSMUSG00000024837	Mus musculus	19	-	25580196	25678818
24841	573	ENSMUSG00000024841	Mus musculus	19	-	5367010	5370247
24842	14337	ENSMUSG00000024842	Mus musculus	19	-	4135425	4139609
24843	2488	ENSMUSG00000024843	Mus musculus	19	-	3851833	3893567
24844	9342	ENSMUSG00000024844	Mus musculus	19	-	5364641	5366631
24845	270	ENSMUSG00000024845	Mus musculus	19	-	4125987	4131727
24846	4261	ENSMUSG00000024846	Mus musculus	19	-	5347858	5349360
24847	12165	ENSMUSG00000024847	Mus musculus	19	-	4114467	4121446
24851	4367	ENSMUSG00000024851	Mus musculus	19	-	4100046	4113965
24853	250	ENSMUSG00000024853	Mus musculus	19	-	5273935	5295411
24854	9294	ENSMUSG00000024854	Mus musculus	19	-	4231978	4233631
24855	2844	ENSMUSG00000024855	Mus musculus	19	-	5133688	5273119
24856	1606	ENSMUSG00000024856	Mus musculus	19	-	4097347	4099010
24857	14298	ENSMUSG00000024857	Mus musculus	19	-	4083490	4087337
24858	13927	ENSMUSG00000024858	Mus musculus	19	-	4286002	4306222
24862	9098	ENSMUSG00000024862	Mus musculus	19	-	5107746	5118560
24863	14020	ENSMUSG00000024863	Mus musculus	19	-	30307418	30314175
24866	13056	ENSMUSG00000024866	Mus musculus	19	-	3986573	3990003
24867	14578	ENSMUSG00000024867	Mus musculus	19	-	24369286	24630317
24868	10688	ENSMUSG00000024868	Mus musculus	19	-	30621326	30624013
24869	6581	ENSMUSG00000024869	Mus musculus	19	-	4000640	4002102
24870	15038	ENSMUSG00000024870	Mus musculus	19	-	5099207	5107019
24873	7091	ENSMUSG00000024873	Mus musculus	19	-	5092879	5098521
24875	8081	ENSMUSG00000024875	Mus musculus	19	-	5088545	5092503
24878	1462	ENSMUSG00000024878	Mus musculus	19	-	24994923	25036021
24883	2422	ENSMUSG00000024883	Mus musculus	19	-	5050808	5057071
24885	8538	ENSMUSG00000024885	Mus musculus	19	-	3913493	3929761
24887	6223	ENSMUSG00000024887	Mus musculus	19	-	32059144	32182646
24889	7556	ENSMUSG00000024889	Mus musculus	19	-	4623007	4625617
24891	1245	ENSMUSG00000024891	Mus musculus	19	-	5024071	5031963
24892	9711	ENSMUSG00000024892	Mus musculus	19	-	4510522	4621697
24896	13298	ENSMUSG00000024896	Mus musculus	19	-	32560428	32589843
24897	2835	ENSMUSG00000024897	Mus musculus	19	-	23833366	24024087
24899	13477	ENSMUSG00000024899	Mus musculus	19	-	32694495	32741677
24900	5341	ENSMUSG00000024900	Mus musculus	19	-	3323348	3384119
24901	594	ENSMUSG00000024901	Mus musculus	19	-	4931859	4943050
24902	1716	ENSMUSG00000024902	Mus musculus	19	-	4962352	4964946
24905	13253	ENSMUSG00000024905	Mus musculus	19	-	3388881	3407379
24906	12121	ENSMUSG00000024906	Mus musculus	19	-	5482858	5488285
24907	11227	ENSMUSG00000024907	Mus musculus	19	-	3409919	3414472
24908	9198	ENSMUSG00000024908	Mus musculus	19	-	3454933	3575720
24909	16205	ENSMUSG00000024909	Mus musculus	19	-	5474829	5481852
24910	4804	ENSMUSG00000024910	Mus musculus	19	-	5465242	5468498
24911	394	ENSMUSG00000024911	Mus musculus	19	-	5460637	5465051
24912	8857	ENSMUSG00000024912	Mus musculus	19	-	5447547	5455945
24913	16504	ENSMUSG00000024913	Mus musculus	19	-	3584869	3686554
24914	9146	ENSMUSG00000024914	Mus musculus	19	-	5422811	5424921
24921	16409	ENSMUSG00000024921	Mus musculus	19	-	26679650	26852811
24922	2129	ENSMUSG00000024922	Mus musculus	19	-	5549137	5560575
24924	16496	ENSMUSG00000024924	Mus musculus	19	-	27292074	27324109
24925	12678	ENSMUSG00000024925	Mus musculus	19	-	5601875	5602934
24926	15592	ENSMUSG00000024926	Mus musculus	19	-	5603017	5610050
24927	5121	ENSMUSG00000024927	Mus musculus	19	-	5637759	5648130
24935	12979	ENSMUSG00000024935	Mus musculus	19	-	28909625	28988449
24936	6413	ENSMUSG00000024936	Mus musculus	19	-	5704367	5707100
24937	5003	ENSMUSG00000024937	Mus musculus	19	-	5707891	5726317
24939	7805	ENSMUSG00000024939	Mus musculus	19	-	5728087	5729648
24940	13787	ENSMUSG00000024940	Mus musculus	19	-	5740904	5758532
24941	3178	ENSMUSG00000024941	Mus musculus	19	-	5758430	5771401
24942	13992	ENSMUSG00000024942	Mus musculus	19	-	5988546	6015182
24943	8858	ENSMUSG00000024943	Mus musculus	19	-	23283224	23348367
24944	15267	ENSMUSG00000024944	Mus musculus	19	-	6134387	6141140
24947	9762	ENSMUSG00000024947	Mus musculus	19	-	6335013	6340889
24948	6119	ENSMUSG00000024948	Mus musculus	19	-	6341233	6355301
24949	3386	ENSMUSG00000024949	Mus musculus	19	-	6363719	6377203
24952	15452	ENSMUSG00000024952	Mus musculus	19	-	6903575	6915115
24953	583	ENSMUSG00000024953	Mus musculus	19	-	6981197	6984107
24955	3731	ENSMUSG00000024955	Mus musculus	19	-	6985468	6996308
24957	6416	ENSMUSG00000024957	Mus musculus	19	-	7000200	7009005
24958	6714	ENSMUSG00000024958	Mus musculus	19	-	7012559	7016647
24959	12811	ENSMUSG00000024959	Mus musculus	19	-	7016813	7026384
24960	14172	ENSMUSG00000024960	Mus musculus	19	-	7028204	7044279
24962	3345	ENSMUSG00000024962	Mus musculus	19	-	7056963	7062141
24963	227	ENSMUSG00000024963	Mus musculus	19	-	7062401	7066993
24965	8101	ENSMUSG00000024965	Mus musculus	19	-	7073468	7093921
24966	9109	ENSMUSG00000024966	Mus musculus	19	-	7095192	7114431
24968	8607	ENSMUSG00000024968	Mus musculus	19	-	7341894	7349714
24969	16095	ENSMUSG00000024969	Mus musculus	19	-	7349886	7416334
24970	9235	ENSMUSG00000024970	Mus musculus	19	-	7430954	7457484
24972	4290	ENSMUSG00000024972	Mus musculus	19	-	7671151	7681666
24973	9309	ENSMUSG00000024973	Mus musculus	19	-	7687059	7713984
24974	2490	ENSMUSG00000024974	Mus musculus	19	-	53674937	53719638
24975	2107	ENSMUSG00000024975	Mus musculus	19	-	53966721	54004342
24976	5359	ENSMUSG00000024976	Mus musculus	19	-	54019370	54107621
24978	1405	ENSMUSG00000024978	Mus musculus	19	-	55143274	55177605
24979	6527	ENSMUSG00000024979	Mus musculus	19	-	55255375	55270803
24981	4372	ENSMUSG00000024981	Mus musculus	19	-	55328426	55371112
24982	5489	ENSMUSG00000024982	Mus musculus	19	-	55364080	55390522
24983	1650	ENSMUSG00000024983	Mus musculus	19	-	55390547	55701051
24985	13614	ENSMUSG00000024985	Mus musculus	19	-	55816310	56008144
24986	3099	ENSMUSG00000024986	Mus musculus	19	-	37509331	37515221
24987	3373	ENSMUSG00000024987	Mus musculus	19	-	37772344	37776018
24989	8990	ENSMUSG00000024989	Mus musculus	19	-	38129530	38148911
24990	11490	ENSMUSG00000024990	Mus musculus	19	-	38191117	38199738
24991	16508	ENSMUSG00000024991	Mus musculus	19	-	60837025	60866546
24992	15320	ENSMUSG00000024992	Mus musculus	19	-	38207271	38258437
24993	7759	ENSMUSG00000024993	Mus musculus	19	-	60887494	60912130
24997	10848	ENSMUSG00000024997	Mus musculus	19	-	60939995	60950392
24998	14149	ENSMUSG00000024998	Mus musculus	19	-	38598687	38857363
24999	1796	ENSMUSG00000024999	Mus musculus	19	-	38863163	38893727
25001	8017	ENSMUSG00000025001	Mus musculus	19	-	39005447	39042746
25007	7313	ENSMUSG00000025007	Mus musculus	19	-	40624748	40662872
25008	14253	ENSMUSG00000025008	Mus musculus	19	-	40670936	40686705
25010	11943	ENSMUSG00000025010	Mus musculus	19	-	40905776	40923058
25013	16502	ENSMUSG00000025013	Mus musculus	19	-	41157243	41281325
25014	84	ENSMUSG00000025014	Mus musculus	19	-	41103765	41134013
25016	10619	ENSMUSG00000025016	Mus musculus	19	-	41288966	41338461
25017	2125	ENSMUSG00000025017	Mus musculus	19	-	41346863	41459608
25019	10079	ENSMUSG00000025019	Mus musculus	19	-	41557127	41636736
25020	3120	ENSMUSG00000025020	Mus musculus	19	-	41674749	41818155
25024	8428	ENSMUSG00000025024	Mus musculus	19	-	53453704	53465063
25025	4728	ENSMUSG00000025025	Mus musculus	19	-	53384996	53450300
25026	13396	ENSMUSG00000025026	Mus musculus	19	-	53214993	53321574
25027	600	ENSMUSG00000025027	Mus musculus	19	-	53065673	53113035
25034	4493	ENSMUSG00000025034	Mus musculus	19	-	46576789	46590813
25035	15356	ENSMUSG00000025035	Mus musculus	19	-	46605599	46647575
25036	12843	ENSMUSG00000025036	Mus musculus	19	-	46647855	46671388
25037	5548	ENSMUSG00000025037	Mus musculus	X	-	16196824	16264844
25038	2120	ENSMUSG00000025038	Mus musculus	X	-	16709262	16896459
25040	13046	ENSMUSG00000025040	Mus musculus	X	-	17133698	17149365
25041	13443	ENSMUSG00000025041	Mus musculus	19	-	46963149	47036787
25043	15057	ENSMUSG00000025043	Mus musculus	X	-	17722996	17723816
25044	4997	ENSMUSG00000025044	Mus musculus	8	-	40667039	40721843
25047	9716	ENSMUSG00000025047	Mus musculus	19	-	47165258	47205640
25049	12962	ENSMUSG00000025049	Mus musculus	19	-	47142236	47157467
25050	13784	ENSMUSG00000025050	Mus musculus	19	-	47108109	47125335
25056	10176	ENSMUSG00000025056	Mus musculus	X	-	83437114	83441281
25058	8115	ENSMUSG00000025058	Mus musculus	X	-	83115693	83136838
25059	6193	ENSMUSG00000025059	Mus musculus	X	-	82947276	83022158
25060	12642	ENSMUSG00000025060	Mus musculus	19	-	47654168	47718298
25064	15931	ENSMUSG00000025064	Mus musculus	19	-	47720852	47766584
25066	9792	ENSMUSG00000025066	Mus musculus	19	-	47806249	47810028
25068	9041	ENSMUSG00000025068	Mus musculus	19	-	47929541	47939276
25069	9028	ENSMUSG00000025069	Mus musculus	19	-	47940284	47960814
25075	13963	ENSMUSG00000025075	Mus musculus	19	-	56362412	56395310
25076	3735	ENSMUSG00000025076	Mus musculus	19	-	56471619	56516829
25077	1214	ENSMUSG00000025077	Mus musculus	19	-	56603649	56622516
25078	9515	ENSMUSG00000025078	Mus musculus	19	-	56623109	56673311
25081	5901	ENSMUSG00000025081	Mus musculus	19	-	56900699	56944502
25082	11568	ENSMUSG00000025082	Mus musculus	19	-	56948902	56986565
25083	8249	ENSMUSG00000025083	Mus musculus	19	-	56986850	57082700
25085	13846	ENSMUSG00000025085	Mus musculus	19	-	57107380	57389401
25086	7158	ENSMUSG00000025086	Mus musculus	19	-	57527429	57563392
25089	2873	ENSMUSG00000025089	Mus musculus	19	-	58310119	58529807
25090	13093	ENSMUSG00000025090	Mus musculus	19	-	58586492	58627575
25092	8261	ENSMUSG00000025092	Mus musculus	19	-	58870241	58935474
25094	12865	ENSMUSG00000025094	Mus musculus	19	-	59335386	59370501
25102	595	ENSMUSG00000025102	Mus musculus	7	-	88927171	88934327
25103	7788	ENSMUSG00000025103	Mus musculus	7	-	88938404	88974350
25104	5561	ENSMUSG00000025104	Mus musculus	7	-	89026137	89079359
25105	3195	ENSMUSG00000025105	Mus musculus	7	-	89111558	89137178
25127	15516	ENSMUSG00000025127	Mus musculus	11	-	120392094	120400288
25128	3151	ENSMUSG00000025128	Mus musculus	3	-	17954402	17957506
25129	4942	ENSMUSG00000025129	Mus musculus	11	-	120411289	120412446
25130	1923	ENSMUSG00000025130	Mus musculus	11	-	120421618	120434187
25132	606	ENSMUSG00000025132	Mus musculus	11	-	120439423	120442916
25133	176	ENSMUSG00000025133	Mus musculus	7	-	104629528	104689896
25134	8155	ENSMUSG00000025134	Mus musculus	11	-	120455830	120459679
25135	6155	ENSMUSG00000025135	Mus musculus	11	-	120459735	120469512
25137	924	ENSMUSG00000025137	Mus musculus	11	-	120471402	120479222
25138	2673	ENSMUSG00000025138	Mus musculus	11	-	120479714	120486292
25139	7591	ENSMUSG00000025139	Mus musculus	7	-	149061048	149088332
25140	303	ENSMUSG00000025140	Mus musculus	11	-	120500748	120505016
25141	1575	ENSMUSG00000025141	Mus musculus	11	-	120507346	120509472
25142	13257	ENSMUSG00000025142	Mus musculus	11	-	120534370	120570758
25145	6369	ENSMUSG00000025145	Mus musculus	11	-	120575267	120582436
