#Species A	Chromosome A	Start A	End A	Species B	Chromosome B	Start B	End B	Size	P value
Homo sapiens	5	177473162	177986660	Mus musculus	11	51075232	51464369	7	1.660E-40
Homo sapiens	5	178219560	178326040	Mus musculus	11	50686222	50745137	3	1.346E-14
Homo sapiens	5	178420022	178704937	Mus musculus	11	50415587	50641225	2	5.468E-8
Homo sapiens	5	178910165	179712931	Mus musculus	11	49607689	50244613	14	4.465E-81
Homo sapiens	5	179854023	180009206	Mus musculus	11	49423229	49526212	3	6.728E-15
Homo sapiens	5	180150147	180210482	Mus musculus	11	49016794	49076529	2	5.468E-8
Homo sapiens	5	180553531	180603508	Mus musculus	11	48613831	48663669	3	6.728E-15
Homo sapiens	2	53750622	54051481	Mus musculus	11	30671775	31002704	5	5.032E-28
Homo sapiens	2	54195914	54442218	Mus musculus	11	30326004	30549404	2	5.468E-8
Homo sapiens	2	55034675	55131238	Mus musculus	11	29592938	29926033	2	5.468E-8
Homo sapiens	2	55256290	55500467	Mus musculus	11	29273775	29478350	4	1.472E-21
Homo sapiens	2	55600244	55774463	Mus musculus	11	29030744	29147306	3	6.728E-15
Homo sapiens	2	58127224	58322018	Mus musculus	11	26287084	26493631	2	5.468E-8
Homo sapiens	2	60962256	61618922	Mus musculus	11	23156041	23670970	8	1.454E-46
Homo sapiens	2	61907022	62216698	Mus musculus	11	22799728	22930788	3	6.728E-15
Homo sapiens	2	62786625	63137807	Mus musculus	11	21894783	22185841	2	5.468E-8
Homo sapiens	2	63202041	63687832	Mus musculus	11	21457250	21798689	2	5.468E-8
Homo sapiens	2	63921602	64099718	Mus musculus	11	21139284	21271204	2	5.468E-8
Homo sapiens	2	64604969	64734550	Mus musculus	11	20443256	20641502	2	5.468E-8
Homo sapiens	2	65070098	65194787	Mus musculus	11	20101435	20232716	3	6.728E-15
Homo sapiens	2	65308406	65512815	Mus musculus	11	19824445	20012916	2	1.094E-7
Homo sapiens	2	68205963	68341866	Mus musculus	11	17059325	17111552	2	5.468E-8
Homo sapiens	2	68373647	68478088	Mus musculus	11	16871454	16979369	2	5.468E-8
Homo sapiens	3	150028131	150097558	Mus musculus	3	20115516	20174651	2	5.468E-8
Homo sapiens	3	150191929	150422519	Mus musculus	3	19857054	20054999	4	1.472E-21
Homo sapiens	3	150674451	150858472	Mus musculus	3	57229366	57379798	2	5.468E-8
Homo sapiens	3	150941222	151171431	Mus musculus	3	57450283	57651410	4	1.472E-21
Homo sapiens	3	151742471	151963953	Mus musculus	3	58327507	58496323	5	5.032E-28
Homo sapiens	3	152071522	152173476	Mus musculus	3	58592348	58689134	2	5.468E-8
Homo sapiens	3	152287366	152634500	Mus musculus	3	58810645	59118668	6	2.478E-34
Homo sapiens	3	153014551	153082026	Mus musculus	3	59835728	59891481	2	5.468E-8
Homo sapiens	3	155321884	155630198	Mus musculus	3	62142699	62409062	3	6.728E-15
Homo sapiens	3	156963095	157138215	Mus musculus	3	63718779	63820670	3	6.728E-15
Homo sapiens	3	157321095	157755629	Mus musculus	3	64913306	65196507	2	5.468E-8
Homo sapiens	3	158460228	158704057	Mus musculus	3	65857483	66100759	2	5.468E-8
Homo sapiens	3	159296494	159932969	Mus musculus	3	66777193	67319445	6	2.478E-34
Homo sapiens	3	160002577	160042567	Mus musculus	3	67386669	67424650	2	5.468E-8
Homo sapiens	3	161426323	161766070	Mus musculus	3	68673764	68931014	5	5.032E-28
Homo sapiens	3	161956791	162305854	Mus musculus	3	69120838	69402783	2	5.468E-8
Homo sapiens	3	168642417	168853983	Mus musculus	3	75046293	75185962	2	5.468E-8
Homo sapiens	3	168884391	169026048	Mus musculus	3	75321028	75446266	2	5.468E-8
Homo sapiens	3	170967407	171786552	Mus musculus	3	30495995	31209217	13	1.664E-75
Homo sapiens	3	172066798	172109120	Mus musculus	3	28680233	28706337	2	5.468E-8
Homo sapiens	3	172196831	172660812	Mus musculus	3	28392605	28627252	2	5.468E-8
Homo sapiens	3	173240112	173723963	Mus musculus	3	27215999	27609361	3	6.728E-15
Homo sapiens	3	173831130	174021957	Mus musculus	3	26996144	27183374	2	5.468E-8
Homo sapiens	3	180524245	180652065	Mus musculus	3	32409472	32515489	3	6.728E-15
Homo sapiens	3	180763402	180824981	Mus musculus	3	32607650	32650156	3	6.728E-15
Homo sapiens	3	180853635	181237211	Mus musculus	3	32716493	33042169	2	5.468E-8
Homo sapiens	3	181802625	181938356	Mus musculus	3	33699117	33743232	2	5.468E-8
Homo sapiens	3	182113146	182190224	Mus musculus	3	33919030	33980209	2	5.468E-8
Homo sapiens	3	183993985	184300059	Mus musculus	3	35653056	35899561	3	1.346E-14
Homo sapiens	3	28258123	28541634	Mus musculus	9	117785118	118059198	3	6.728E-15
Homo sapiens	3	30622998	30867341	Mus musculus	9	115818573	116084383	2	5.468E-8
Homo sapiens	3	31549286	31998242	Mus musculus	9	114976397	115219586	2	5.468E-8
Homo sapiens	3	32497808	32587354	Mus musculus	9	114597908	114658461	2	5.468E-8
Homo sapiens	3	32701702	33164269	Mus musculus	9	114284262	114549192	6	2.478E-34
Homo sapiens	3	33293938	33734852	Mus musculus	9	113650591	113935858	3	6.728E-15
Homo sapiens	3	37009983	37191086	Mus musculus	9	111020639	111174066	2	5.468E-8
Homo sapiens	3	37468817	38335069	Mus musculus	9	118515827	119140810	8	2.908E-46
Homo sapiens	3	38139223	38159517	Mus musculus	9	119245118	119259412	2	1.094E-7
Homo sapiens	3	38363244	38810505	Mus musculus	9	119266703	119603478	5	5.032E-28
Homo sapiens	3	39068510	39209091	Mus musculus	9	119804013	119932687	5	5.032E-28
Homo sapiens	3	39279989	39542105	Mus musculus	9	119957811	120089161	5	2.013E-27
Homo sapiens	3	39826156	40328919	Mus musculus	9	120213191	120404445	2	1.094E-7
Homo sapiens	3	41216000	41971255	Mus musculus	9	120842606	121186299	2	5.468E-8
Homo sapiens	3	42107750	42282666	Mus musculus	9	121206620	121404780	2	5.468E-8
Homo sapiens	3	42519121	42892661	Mus musculus	9	121551834	121825423	11	1.460E-63
Homo sapiens	3	42995833	43122569	Mus musculus	9	121860104	121905131	2	5.468E-8
Homo sapiens	3	43303100	43638564	Mus musculus	9	122041020	122203492	2	5.468E-8
Homo sapiens	3	44354637	44472885	Mus musculus	9	122714716	122775069	2	5.468E-8
Homo sapiens	3	44769533	45162918	Mus musculus	9	122856656	123125156	8	1.454E-46
Homo sapiens	3	45405072	46043983	Mus musculus	9	123276054	123771246	9	1.611E-52
Homo sapiens	3	46218204	46283166	Mus musculus	9	123876957	123946421	2	5.468E-8
Homo sapiens	3	46423683	46598931	Mus musculus	9	110818342	110960010	5	1.006E-27
Homo sapiens	3	46685683	47140744	Mus musculus	9	110451132	110803034	9	1.611E-52
Homo sapiens	3	47244890	47866686	Mus musculus	9	109986825	110427678	8	1.454E-46
Homo sapiens	3	48173674	48241979	Mus musculus	9	109749901	109796392	2	5.468E-8
Homo sapiens	3	48388713	48634292	Mus musculus	9	108816950	109648603	11	3.650E-64
Homo sapiens	3	48637835	49188922	Mus musculus	9	108349989	108755294	17	1.908E-97
Homo sapiens	3	49281223	50661723	Mus musculus	9	107157258	108300096	45	3.010E-234
Homo sapiens	3	50791106	51492884	Mus musculus	9	106724307	107134190	3	6.728E-15
Homo sapiens	3	51636716	51713377	Mus musculus	9	106561084	106691544	2	5.468E-8
Homo sapiens	3	51818837	52302532	Mus musculus	9	106055191	106473327	17	4.960E-96
Homo sapiens	3	132096124	132551993	Mus musculus	9	105064797	105423477	3	6.728E-15
Homo sapiens	3	132663736	133241855	Mus musculus	9	104449616	104979792	2	5.468E-8
Homo sapiens	3	133518941	133923993	Mus musculus	9	103904934	104240052	5	5.032E-28
Homo sapiens	3	134239943	134676746	Mus musculus	9	103327254	103664132	2	5.468E-8
Homo sapiens	3	134775264	135231439	Mus musculus	9	102910817	103268003	6	7.433E-34
Homo sapiens	3	135679240	135853168	Mus musculus	9	102408468	102536571	3	6.728E-15
Homo sapiens	3	137167257	137953935	Mus musculus	9	100544042	101115498	4	1.472E-21
Homo sapiens	3	138020616	138212610	Mus musculus	9	100358140	100454035	3	6.728E-15
Homo sapiens	3	139200348	139498909	Mus musculus	9	99380514	99617634	5	5.032E-28
Homo sapiens	3	139574389	139834901	Mus musculus	9	99129887	99336974	4	2.944E-21
Homo sapiens	3	139810232	139960875	Mus musculus	9	98886792	99040605	2	1.094E-7
Homo sapiens	3	140147124	140246152	Mus musculus	9	98757010	98857207	2	5.468E-8
Homo sapiens	3	140545551	140591158	Mus musculus	9	98464150	98502079	2	5.468E-8
Homo sapiens	3	140654417	140879530	Mus musculus	9	98197002	98410156	3	6.728E-15
Homo sapiens	3	142643921	142813887	Mus musculus	9	96439719	96632094	2	5.468E-8
Homo sapiens	3	143078160	143295497	Mus musculus	9	96096767	96264734	2	5.468E-8
Homo sapiens	3	143508139	144090731	Mus musculus	9	95538151	95953446	5	5.032E-28
Homo sapiens	3	144163735	144324500	Mus musculus	9	95304912	95461537	3	6.728E-15
Homo sapiens	3	147269922	147451656	Mus musculus	9	92352216	92503258	2	5.468E-8
Homo sapiens	3	148586527	148617196	Mus musculus	9	91255410	91284186	2	5.468E-8
Homo sapiens	3	15222737	15876057	Mus musculus	14	32149824	32643601	8	1.454E-46
Homo sapiens	3	16191160	16322597	Mus musculus	14	32842175	32916385	3	6.728E-15
Homo sapiens	3	23822443	23996240	Mus musculus	14	19036632	19164288	3	6.728E-15
Homo sapiens	3	25444758	25811028	Mus musculus	14	17071173	17651381	4	1.472E-21
Homo sapiens	3	27127399	27473249	Mus musculus	14	15535539	15833718	2	5.468E-8
Homo sapiens	3	52325560	53356677	Mus musculus	14	31292798	32137082	23	6.662E-129
Homo sapiens	3	53504116	53901029	Mus musculus	14	30781494	31304342	5	1.006E-27
Homo sapiens	3	54131733	55083622	Mus musculus	14	29718133	30535050	2	5.468E-8
Homo sapiens	3	55474784	56477431	Mus musculus	14	28435614	29338620	2	5.468E-8
Homo sapiens	3	56566231	57044217	Mus musculus	14	28051225	28321646	3	6.728E-15
Homo sapiens	3	57103318	57361295	Mus musculus	14	27685519	27920472	4	1.472E-21
Homo sapiens	3	57429635	57653844	Mus musculus	14	27399064	27543988	4	1.472E-21
Homo sapiens	3	57969167	58394599	Mus musculus	14	8650666	9005462	6	2.478E-34
Homo sapiens	3	58458540	58627615	Mus musculus	14	9046654	9211277	4	1.472E-21
Homo sapiens	3	61522283	62836094	Mus musculus	14	12386762	13655593	4	2.944E-21
Homo sapiens	3	63439181	63624811	Mus musculus	14	14117499	14515662	2	5.468E-8
Homo sapiens	3	63780112	63984551	Mus musculus	14	14750958	14953451	4	1.472E-21
Homo sapiens	3	87359140	87408427	Mus musculus	16	65520847	65562971	2	5.468E-8
Homo sapiens	3	88270952	88289801	Mus musculus	16	64765931	64786040	2	5.468E-8
Homo sapiens	3	95074647	95328320	Mus musculus	16	62732271	62929166	4	1.472E-21
Homo sapiens	3	99078509	99236838	Mus musculus	16	59407208	59555578	3	6.728E-15
Homo sapiens	3	99288707	99485366	Mus musculus	16	59026802	59284321	3	8.074E-14
Homo sapiens	3	99671111	99795131	Mus musculus	16	58670405	58797640	4	1.472E-21
Homo sapiens	3	99933842	100103223	Mus musculus	16	58408648	58524356	2	5.468E-8
Homo sapiens	3	100840144	101380136	Mus musculus	16	57302113	57754850	3	6.728E-15
Homo sapiens	3	101462553	101602932	Mus musculus	16	57121894	57231579	3	6.728E-15
Homo sapiens	3	101694153	102195004	Mus musculus	16	56478013	56886279	4	1.472E-21
Homo sapiens	3	102427636	103062552	Mus musculus	16	55811488	56273864	9	1.611E-52
Homo sapiens	3	109581906	109896382	Mus musculus	16	48925992	49198271	3	6.728E-15
Homo sapiens	3	110495331	110539083	Mus musculus	16	48283848	48319625	2	2.187E-7
Homo sapiens	3	112876213	113495795	Mus musculus	16	45535422	45844491	7	1.660E-40
Homo sapiens	3	113665505	113842667	Mus musculus	16	45093725	45253008	4	1.472E-21
Homo sapiens	3	113944728	114221245	Mus musculus	16	44724434	44965713	3	6.728E-15
Homo sapiens	3	114414065	114643030	Mus musculus	16	44470557	44559010	2	5.468E-8
Homo sapiens	3	114644262	115380589	Mus musculus	16	43762334	44388499	10	2.204E-58
Homo sapiens	3	115495398	116348817	Mus musculus	16	42907765	43664297	2	5.468E-8
Homo sapiens	3	120347687	121295203	Mus musculus	16	38089610	38828862	15	2.750E-86
Homo sapiens	3	121531624	121652533	Mus musculus	16	37777141	37888943	2	5.468E-8
Homo sapiens	3	121797818	121984605	Mus musculus	16	37509882	37654455	4	2.944E-21
Homo sapiens	3	122109773	122862405	Mus musculus	16	36935091	37385048	4	1.472E-21
Homo sapiens	3	122971536	123776734	Mus musculus	16	35926600	36874912	13	3.328E-75
Homo sapiens	3	123882421	125085868	Mus musculus	16	34785036	35871586	9	1.611E-52
Homo sapiens	3	125115258	125192889	Mus musculus	16	34651297	34725280	2	1.094E-7
Homo sapiens	3	125296275	126231001	Mus musculus	16	33725542	34573618	5	5.032E-28
Homo sapiens	3	126648185	126796624	Mus musculus	16	33185157	33299647	2	5.468E-8
Homo sapiens	3	184836105	185218421	Mus musculus	16	20097627	20426467	5	5.032E-28
Homo sapiens	3	185335504	185590311	Mus musculus	16	20498979	20742455	15	1.375E-86
Homo sapiens	3	186012625	186353496	Mus musculus	16	21423191	21694693	2	5.468E-8
Homo sapiens	3	186563664	187025521	Mus musculus	16	21892042	22163107	5	5.032E-28
Homo sapiens	3	187246804	187562697	Mus musculus	16	22381385	22657246	2	5.468E-8
Homo sapiens	3	187738926	188058944	Mus musculus	16	22805277	23157813	10	2.204E-58
Homo sapiens	3	188397968	188492446	Mus musculus	16	23429206	23520676	2	5.468E-8
Homo sapiens	3	188869399	188936942	Mus musculus	16	23889670	23988721	3	6.728E-15
Homo sapiens	3	192413016	192592658	Mus musculus	16	27307727	27448909	3	6.728E-15
Homo sapiens	3	194441608	194898294	Mus musculus	16	29209781	29651964	4	1.472E-21
Homo sapiens	3	195542190	195664208	Mus musculus	16	30258756	30388482	4	1.472E-21
Homo sapiens	3	195789692	195891051	Mus musculus	16	30511941	30602841	3	6.728E-15
Homo sapiens	3	196270306	196645041	Mus musculus	16	30955722	31201324	2	5.468E-8
Homo sapiens	3	196722514	196792278	Mus musculus	16	31251627	31314890	2	2.187E-7
Homo sapiens	3	196933520	197120277	Mus musculus	16	32644729	32797521	3	6.728E-15
Homo sapiens	3	197408721	197798553	Mus musculus	16	32230200	32507299	10	2.204E-58
Homo sapiens	3	197851046	198509844	Mus musculus	16	31663529	32165572	9	1.611E-52
Homo sapiens	3	198883253	199254988	Mus musculus	16	32821822	33125745	5	5.032E-28
Homo sapiens	1	52878	59871	Mus musculus	2	111318919	111324520	2	3.281E-7
Homo sapiens	9	122559075	123172366	Mus musculus	2	34660698	35192529	9	1.611E-52
Homo sapiens	9	123368983	124197802	Mus musculus	2	35414093	36107789	8	2.908E-46
Homo sapiens	9	124279058	124370577	Mus musculus	2	36667669	36783632	5	5.032E-28
Homo sapiens	9	124590970	125070718	Mus musculus	2	37187269	37558795	8	1.454E-46
Homo sapiens	9	125158269	125732252	Mus musculus	2	37631861	38142867	2	5.468E-8
Homo sapiens	9	126059706	126217542	Mus musculus	2	38367188	38499441	2	5.468E-8
Homo sapiens	9	126283337	126991886	Mus musculus	2	38548176	39081819	8	1.454E-46
Homo sapiens	9	127002639	127169307	Mus musculus	2	34531704	34655308	3	6.728E-15
Homo sapiens	9	127239494	127769477	Mus musculus	2	34027429	34480470	2	5.468E-8
Homo sapiens	9	128607126	129782613	Mus musculus	2	32390852	33324052	23	6.662E-129
Homo sapiens	9	129863341	130091088	Mus musculus	2	32134336	32310996	9	1.611E-52
Homo sapiens	9	130111238	130980362	Mus musculus	2	29617127	30329739	26	8.351E-144
Homo sapiens	9	131410984	132038721	Mus musculus	2	30651084	31150992	12	7.193E-70
Homo sapiens	9	132444781	132804058	Mus musculus	2	31428171	31701525	6	2.478E-34
Homo sapiens	9	132874325	133174469	Mus musculus	2	31742801	31966328	5	5.032E-28
Homo sapiens	9	133368110	133396476	Mus musculus	2	32092160	32115582	2	5.468E-8
Homo sapiens	9	134027155	134438527	Mus musculus	2	28907417	29108525	4	1.472E-21
Homo sapiens	9	134447814	135029127	Mus musculus	2	28353266	28772188	11	3.650E-64
Homo sapiens	9	135120384	135922913	Mus musculus	2	26698023	27331178	17	1.908E-97
Homo sapiens	9	136673473	136919187	Mus musculus	2	27742205	27940398	2	1.094E-7
Homo sapiens	9	137511469	137536340	Mus musculus	2	28303461	28325528	3	6.728E-15
Homo sapiens	9	137655323	138126952	Mus musculus	2	25649379	25978331	7	1.660E-40
Homo sapiens	9	137879493	138277508	Mus musculus	2	26055746	26092908	2	5.468E-8
Homo sapiens	9	138341753	138560135	Mus musculus	2	26171060	26365177	9	1.611E-52
Homo sapiens	9	138673129	138738323	Mus musculus	2	26436576	26492012	3	6.728E-15
Homo sapiens	9	138752449	139316201	Mus musculus	2	25036278	25541601	38	3.121E-202
Homo sapiens	9	139437668	139629630	Mus musculus	2	24780875	24950669	8	2.908E-46
Homo sapiens	9	139711440	140138897	Mus musculus	2	24459414	24775118	2	5.468E-8
Homo sapiens	11	26309547	26701549	Mus musculus	2	110437455	110790529	3	6.728E-15
Homo sapiens	11	26972204	27105930	Mus musculus	2	110102854	110203340	2	5.468E-8
Homo sapiens	11	27316637	27484879	Mus musculus	2	109731017	110012684	3	6.728E-15
Homo sapiens	11	27998742	28311519	Mus musculus	2	108932457	109181901	2	5.468E-8
Homo sapiens	11	31347953	31796085	Mus musculus	2	105509053	105843420	4	2.944E-21
Homo sapiens	11	32561935	33139613	Mus musculus	2	104430680	104857889	7	1.660E-40
Homo sapiens	11	33520453	33752647	Mus musculus	2	103867956	104250491	4	1.472E-21
Homo sapiens	11	34029806	34335378	Mus musculus	2	103406470	103637780	3	6.728E-15
Homo sapiens	11	34417054	34491906	Mus musculus	2	103264234	103325274	2	5.468E-8
Homo sapiens	11	34860421	34974092	Mus musculus	2	102861234	102932795	2	5.468E-8
Homo sapiens	11	35116993	35504155	Mus musculus	2	102390207	102741822	3	6.728E-15
Homo sapiens	11	35922204	36267547	Mus musculus	2	101726421	102026534	2	5.468E-8
Homo sapiens	11	36354131	36637397	Mus musculus	2	101402262	101637865	5	5.032E-28
Homo sapiens	11	43290109	43472069	Mus musculus	2	94140924	94278304	2	5.468E-8
Homo sapiens	11	43658835	43898389	Mus musculus	2	93820707	93998059	2	5.468E-8
Homo sapiens	11	44026107	44288195	Mus musculus	2	93482545	93709260	4	1.472E-21
Homo sapiens	11	44838451	44929416	Mus musculus	2	93027705	93174607	2	5.468E-8
Homo sapiens	11	45072140	45264446	Mus musculus	2	92755258	92886210	2	5.468E-8
Homo sapiens	11	45783217	46099305	Mus musculus	2	91933274	92300675	6	2.478E-34
Homo sapiens	11	46255804	47826633	Mus musculus	2	90517372	91864327	31	8.417E-169
Homo sapiens	11	48194938	48224143	Mus musculus	2	89877078	89990161	2	2.187E-7
Homo sapiens	11	48194938	48224143	Mus musculus	2	90061724	90122730	2	2.187E-7
Homo sapiens	11	48303069	48345241	Mus musculus	2	89814866	89862221	3	6.728E-15
Homo sapiens	11	49893770	49960613	Mus musculus	2	89718601	89784270	2	6.562E-7
Homo sapiens	11	51268024	51372787	Mus musculus	2	89246287	89771002	3	8.074E-14
Homo sapiens	11	55096180	55128425	Mus musculus	2	88522961	88750548	2	3.281E-7
Homo sapiens	11	55279056	55363790	Mus musculus	2	87782839	88115204	5	1.006E-27
Homo sapiens	11	55437702	55460452	Mus musculus	2	87511590	87623643	2	1.094E-7
Homo sapiens	11	55554471	55665443	Mus musculus	2	86730383	86990816	5	1.006E-27
Homo sapiens	11	55660823	55713339	Mus musculus	2	86037960	86263831	3	1.211E-13
Homo sapiens	11	55756158	55815114	Mus musculus	2	86625889	86843424	4	2.355E-20
Homo sapiens	11	55842359	55900605	Mus musculus	2	86011028	86069126	4	4.416E-20
Homo sapiens	11	55842359	55885249	Mus musculus	2	86262884	86498613	2	1.640E-6
Homo sapiens	11	55986521	56051314	Mus musculus	2	85823999	85915831	4	1.472E-21
Homo sapiens	11	56165541	56225357	Mus musculus	2	85609960	85690655	3	6.728E-15
Homo sapiens	11	56705797	56761302	Mus musculus	2	84976543	85036856	2	5.468E-8
Homo sapiens	11	56823679	57353279	Mus musculus	2	84440228	84935270	19	4.186E-108
Homo sapiens	15	30694983	31147655	Mus musculus	2	113167893	113688818	4	1.472E-21
Homo sapiens	15	31390469	32446687	Mus musculus	2	112079998	113057147	10	4.409E-58
Homo sapiens	15	32831934	32875219	Mus musculus	2	113835337	113878547	2	5.468E-8
Homo sapiens	15	32935845	33067761	Mus musculus	2	113926911	114027168	2	5.468E-8
Homo sapiens	15	36533620	36644224	Mus musculus	2	117075475	117168737	2	5.468E-8
Homo sapiens	15	37679524	38552643	Mus musculus	2	118030628	118754315	14	4.465E-81
Homo sapiens	15	38632592	39195632	Mus musculus	2	118843898	119303365	16	4.821E-92
Homo sapiens	15	39262225	39658818	Mus musculus	2	119345140	119643840	10	2.204E-58
Homo sapiens	15	39739936	40647334	Mus musculus	2	119722964	120447296	15	1.375E-86
Homo sapiens	15	40766990	42274544	Mus musculus	2	120519091	121632728	25	1.802E-138
Homo sapiens	15	42368221	42863028	Mus musculus	2	121692706	122004762	5	5.032E-28
Homo sapiens	15	43036192	43355425	Mus musculus	2	122012008	122353185	8	1.454E-46
Homo sapiens	15	43440616	43770747	Mus musculus	2	122420612	122635281	6	2.478E-34
Homo sapiens	15	46200461	46422862	Mus musculus	2	124893860	125083465	4	2.944E-21
Homo sapiens	15	46817428	47125987	Mus musculus	2	125388824	125608606	3	6.728E-15
Homo sapiens	15	47206834	47723151	Mus musculus	2	125656040	125991006	5	4.026E-27
Homo sapiens	15	48261716	48434687	Mus musculus	2	126378760	126502073	3	6.728E-15
Homo sapiens	15	48503871	48845202	Mus musculus	2	126533099	126758971	4	1.472E-21
Homo sapiens	15	100163446	100186588	Mus musculus	2	111823291	111849341	2	5.468E-8
Homo sapiens	15	100279868	100285367	Mus musculus	2	111318919	111324520	2	3.281E-7
Homo sapiens	2	95055156	95213792	Mus musculus	2	127400398	127482431	3	6.728E-15
Homo sapiens	2	95303928	95442606	Mus musculus	2	127261952	127367133	3	1.346E-14
Homo sapiens	2	96153316	96334988	Mus musculus	2	127034140	127183387	6	2.478E-34
Homo sapiens	2	96355688	96405001	Mus musculus	2	126929567	126969180	2	5.468E-8
Homo sapiens	2	110198738	110337806	Mus musculus	2	127530126	127618230	3	6.728E-15
Homo sapiens	2	111111883	111642493	Mus musculus	2	127626864	127988283	3	6.728E-15
Homo sapiens	2	112243113	112814111	Mus musculus	2	128435844	128843320	6	4.955E-34
Homo sapiens	2	112956214	113063088	Mus musculus	2	128891720	128959190	3	6.728E-15
Homo sapiens	2	113210401	113310827	Mus musculus	2	129094619	129196875	3	6.728E-15
Homo sapiens	2	113452077	113752958	Mus musculus	2	24008681	24331094	8	1.454E-46
Homo sapiens	2	148319067	148495606	Mus musculus	2	48669677	48804787	2	5.468E-8
Homo sapiens	2	151814156	151854620	Mus musculus	2	51779968	51828616	2	5.468E-8
Homo sapiens	2	151922351	152299235	Mus musculus	2	51893624	52190654	3	6.728E-15
Homo sapiens	2	152365726	152740752	Mus musculus	2	52253471	52601315	3	6.728E-15
Homo sapiens	2	152899997	153325937	Mus musculus	2	52716902	53077478	3	6.728E-15
Homo sapiens	2	157822586	157892392	Mus musculus	2	57850295	57905254	2	5.468E-8
Homo sapiens	2	159533392	160181326	Mus musculus	2	59450099	59963754	3	6.728E-15
Homo sapiens	2	160277256	160765009	Mus musculus	2	60047987	60560700	5	5.032E-28
Homo sapiens	2	161931682	161989819	Mus musculus	2	61549816	61652168	2	5.468E-8
Homo sapiens	2	162189094	162639298	Mus musculus	2	61884651	62250139	2	5.468E-8
Homo sapiens	2	162708661	163403274	Mus musculus	2	62312587	63022344	5	5.032E-28
Homo sapiens	2	165652286	165957064	Mus musculus	2	65296320	65605504	2	5.468E-8
Homo sapiens	2	166438700	166638395	Mus musculus	2	66022388	66278894	2	5.468E-8
Homo sapiens	2	169021081	169927259	Mus musculus	2	68699614	69424124	7	1.660E-40
Homo sapiens	2	170044239	170389669	Mus musculus	2	69485312	69723661	9	1.611E-52
Homo sapiens	2	171280107	171425900	Mus musculus	2	70312980	70440069	3	6.728E-15
Homo sapiens	2	171493957	171725289	Mus musculus	2	70499633	70663537	2	5.468E-8
Homo sapiens	2	171888007	172122883	Mus musculus	2	70802618	70979605	3	6.728E-15
Homo sapiens	2	172252225	172675724	Mus musculus	2	71049763	71384811	6	2.478E-34
Homo sapiens	2	173000560	173172108	Mus musculus	2	71624997	71740731	2	5.468E-8
Homo sapiens	2	173308815	173840979	Mus musculus	2	71819272	72280665	2	5.468E-8
Homo sapiens	2	174921126	175060068	Mus musculus	2	73122417	73224500	3	6.728E-15
Homo sapiens	2	175320571	175578361	Mus musculus	2	73403856	73613155	2	5.468E-8
Homo sapiens	2	175645224	175754721	Mus musculus	2	73654566	73749382	2	5.468E-8
Homo sapiens	2	176653081	176763881	Mus musculus	2	74493507	74603198	10	2.204E-58
Homo sapiens	2	177785668	177965671	Mus musculus	2	75497318	75542561	2	5.468E-8
Homo sapiens	2	177965731	178702626	Mus musculus	2	75670246	76221822	4	1.472E-21
Homo sapiens	2	178767454	179078026	Mus musculus	2	76244595	76534885	5	5.032E-28
Homo sapiens	2	182029864	182253626	Mus musculus	2	79095583	79296793	3	6.728E-15
Homo sapiens	2	182464840	183095348	Mus musculus	2	79475582	79969615	3	6.728E-15
Homo sapiens	2	183289244	183734650	Mus musculus	2	80155623	80500228	5	5.032E-28
Homo sapiens	2	186318512	186406259	Mus musculus	2	82817105	82849094	3	6.728E-15
Homo sapiens	2	187163045	187336759	Mus musculus	2	83564672	83721515	2	5.468E-8
Homo sapiens	2	187916101	188127464	Mus musculus	2	84170791	84316932	2	5.468E-8
Homo sapiens	10	5943697	6198843	Mus musculus	2	11507086	11711948	5	5.032E-28
Homo sapiens	10	7641642	8157170	Mus musculus	2	9779049	10178153	6	2.478E-34
Homo sapiens	10	11542517	11694231	Mus musculus	2	6243377	6367436	2	5.468E-8
Homo sapiens	10	11824389	12332593	Mus musculus	2	5715713	6134040	7	1.660E-40
Homo sapiens	10	13181455	13430286	Mus musculus	2	4802610	4985091	5	5.032E-28
Homo sapiens	10	13668945	14412889	Mus musculus	2	4073918	4573132	2	5.468E-8
Homo sapiens	10	14901255	15054856	Mus musculus	2	3326315	3443648	5	5.032E-28
Homo sapiens	10	15125932	15453103	Mus musculus	2	3031496	3283863	5	5.032E-28
Homo sapiens	10	15599094	15942525	Mus musculus	2	12028287	12341065	2	5.468E-8
Homo sapiens	10	16518970	16604010	Mus musculus	2	12845668	12932491	2	5.468E-8
Homo sapiens	10	16672616	17319591	Mus musculus	2	12998595	13504434	4	1.472E-21
Homo sapiens	10	17671971	17993184	Mus musculus	2	13948458	14253416	4	5.888E-21
Homo sapiens	10	18081224	18372222	Mus musculus	2	14096151	14416602	3	2.691E-14
Homo sapiens	10	18469672	19006946	Mus musculus	2	14525933	15000793	3	6.728E-15
Homo sapiens	10	21842430	22332704	Mus musculus	2	17965710	18314410	3	6.728E-15
Homo sapiens	10	22645305	22746531	Mus musculus	2	18594089	18671375	3	6.728E-15
Homo sapiens	10	24023681	25052550	Mus musculus	2	19831407	20890508	2	5.468E-8
Homo sapiens	10	25177560	25354458	Mus musculus	2	20966435	21136636	3	6.728E-15
Homo sapiens	10	26263202	26633493	Mus musculus	2	22162674	22549397	2	5.468E-8
Homo sapiens	10	27026594	27189965	Mus musculus	2	22751121	22895739	2	5.468E-8
